url,matching_links
https://www.privateaser.com/lieu/72-cafe-melia-ex-le-trente-neuf-paris,https://www.google.com/maps/search/?api=1&query=39%20Rue%20Beaubourg%2075003%20Paris&query_place_id=ChIJF2j93L9v5kcRCR7NtIp3_30
https://www.privateaser.com/lieu/11978-cafe-leonard,"/reservation-bar/top-bars-ou-jouer-aux-cartes-paris,https://www.google.com/maps/search/?api=1&query=57%20Rue%20de%20Turbigo%2075003%20Paris&query_place_id=ChIJ65l3VAVu5kcR49Z5gr7_gL8"
https://www.lejouyparis.fr/,https://www.lejouyparis.fr/la-carte
https://www.parcelles-paris.fr/,/menus-carte/
https://www.sacrefrenchy.com/,/menu
https://www.bofingerparis.com/?utm_source=Google&utm_medium=GMB&utm_campaign=BOF&y_source=1_MTE2NjUxODEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"/photos/?utm_source=Google&utm_medium=GMB&utm_campaign=BOF&y_source=1_MTE2NjUxODEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#la-carte,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=BOF&y_source=1_MTE2NjUxODEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"
https://www.auchienquifume.com/,https://www.auchienquifume.com/cartes-et-menus/
https://lalsacien.com/restaurants-bar-alsacien-flammekueche/restaurant-paris-4-chatelet-informations-horaires-contact/,"/carte-restaurant-lalsacien-flams/,https://lalsacien.com/carte-restaurant-lalsacien-flams/,https://lalsacien.com/restaurants-bar-alsacien-flammekueche/restaurant-paris-4-chatelet-menu/"
https://www.restaurantclementine.com/,/menus-carte/
https://www.letrumilou.fr/,/menus-carte/
http://www.grandcoeur.paris/,http://www.grandcoeur.paris/le-menu/
https://www.privateaser.com/lieu/52305-terrasse-sainte-catherine,https://www.google.com/maps/search/?api=1&query=7%20Rue%20Caron%2075004%20Paris&query_place_id=ChIJS86cIf5x5kcRhk-2biwJHmw
https://www.privateaser.com/lieu/47662-brasserie-celina,https://www.google.com/maps/search/?api=1&query=77%20Rue%20Claude%20Bernard%2075005%20Paris&query_place_id=ChIJkb4-HHBx5kcRuwzpQpfFjBU
https://lepetitmarcelparis.fr/,https://lepetitmarcelparis.fr/brasserie-paris5-paris11/
https://www.caferestaurantjules.fr/,/menus-carte/
https://www.levieuxbistrot-paris.fr/,/menus-carte/
http://restaurantletresor.com/,http://restaurantletresor.com/wp-content/uploads/2024/10/Carte-TRESOR-Hiver-2024-2025-Francais.pdf
http://aubourguignondumarais.fr/?utm_source=gmb,/#carte
https://www.brasserieoneil.com/,/nos-menus
https://auboncoin-bistrot.com/,https://auboncoin-bistrot.com/menu/
https://monklatavernedecluny.com/en/,/en/la-carte/
https://www.brasserielipp.fr/?utm_source=Google&utm_medium=GMB&utm_campaign=LI&y_source=1_MTE2NjUxNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=LI&y_source=1_MTE2NjUxNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-418342,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=LI&y_source=1_MTE2NjUxNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-418341,/photos/?utm_source=Google&utm_medium=GMB&utm_campaign=LI&y_source=1_MTE2NjUxNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#la-carte,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=LI&y_source=1_MTE2NjUxNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"
https://www.privateaser.com/lieu/40409-les-insouciants,https://www.google.com/maps/search/?api=1&query=116%20Boulevard%20Saint-Germain%2075006%20Paris&query_place_id=ChIJD-hewrVx5kcRs8mVqOTz3B0
https://www.huguette-bistro.com/, https://www.huguette-bistro.com/wp-content/uploads/2025/01/Hivers-2024-carte-boissons.jpg 
https://www.brasserie-des-arts.com/,/carte-brunch-tea-time
https://lechoupinet.com/,https://lechoupinet.com/lacarte
https://www.cafedesministeres.fr/,/menus-carte/
https://lescocottes.paris/,https://lescocottes.paris/wp-content/uploads/2024/02/cocottes_menu_a3_Q-2-vins.pdf
https://brasserietoureiffel.com/,"http://brasserietoureiffel.kiubi-web.com/media/1872.pdf,http://brasserietoureiffel.kiubi-web.com/media/1852.pdf,http://brasserietoureiffel.kiubi-web.com/media/1882.pdf,http://brasserietoureiffel.kiubi-web.com/media/1862.pdf"
https://www.restaurantalsace.com/?utm_source=Google&utm_medium=GMB&utm_campaign=ALS&y_source=1_MTE2NjUxNzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=ALS&y_source=1_MTE2NjUxNzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-420519,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=ALS&y_source=1_MTE2NjUxNzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-420521,/photos/?utm_source=Google&utm_medium=GMB&utm_campaign=ALS&y_source=1_MTE2NjUxNzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#la-carte,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=ALS&y_source=1_MTE2NjUxNzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"
https://www.brasserielalorraine.com//?utm_source=Google&utm_medium=GMB&utm_campaign=LOR&y_source=1_MTE2NjUxNzItNzE1LWxvY2F0aW9uLndlYnNpdGU=,"/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=LOR&y_source=1_MTE2NjUxNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-421599,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=LOR&y_source=1_MTE2NjUxNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"
https://www.restaurant-le-drugstore.com/,/menus-carte/
https://www.brasserie-des-champs.com/,/menus-carte/
https://www.fontaine-de-mars.com/,https://www.fontaine-de-mars.com/wp-content/uploads/2024/10/MENU-FRANCAIS-FDM-23.10.2024.pdf
https://www.lemessrestaurant.com/,/menus-carte/
https://www.legrandcafe.com//?utm_source=Google&utm_medium=GMB&utm_campaign=GCC&y_source=1_MTE2NjUxODUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=GCC&y_source=1_MTE2NjUxODUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
https://www.restaurant-aupetitriche.com/,"https://www.restaurant-aupetitriche.com/la-carte/,https://www.restaurant-aupetitriche.com/la-carte/#menu"
https://www.privateaser.com/lieu/52238-le-royal,https://www.google.com/maps/search/?api=1&query=8%20Rue%20La%20Fayette%2075009%20Paris&query_place_id=ChIJYd6GZDdu5kcRu4KePSu01kk
https://www.lesfilsamaman.com/restaurants/paris-grands-boulevards/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,"#prescarterestos,https://www.lesfilsamaman.com/wp-content/uploads/Depliant-Brunch-Paris-1124.pdf?#view=fitH&scrollbar=0&toolbar=0&navpanes=0,https://www.lesfilsamaman.com/wp-content/uploads/FAM-Gazette-Menu-Paris-1124.pdf?#view=fitH&scrollbar=0&toolbar=0&navpanes=0"
https://www.lesbacchantes.fr/,/menus-carte/
https://www.brasseriedeleurope.fr/,/menus-carte/
https://www.bistrot-rougemont.fr/,/menus-carte/
https://www.privateaser.com/lieu/39750-au-bercail,https://www.google.com/maps/search/?api=1&query=6%20Rue%20de%20Maubeuge%2075009%20Paris&query_place_id=ChIJZV5YVj9u5kcRZxU8-MJiecQ
https://www.privateaser.com/lieu/6411-le-royal-bergere,https://www.google.com/maps/search/?api=1&query=24%20Rue%20Berg%C3%A8re%2075009%20Paris&query_place_id=ChIJFQhJTj5u5kcRhx0ALUThIB0
https://www.terminusnord.com//?utm_source=Google&utm_medium=GMB&utm_campaign=TN&y_source=1_MTE2NjUxODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=TN&y_source=1_MTE2NjUxODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-30591,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=TN&y_source=1_MTE2NjUxODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-450263,/photos/?utm_source=Google&utm_medium=GMB&utm_campaign=TN&y_source=1_MTE2NjUxODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#notre-carte,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=TN&y_source=1_MTE2NjUxODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"
https://www.lesrupins.fr/,/menus-carte/
https://www.bouillon-julien.com/,/menu
https://www.brasserie-valma.fr/,/menus-carte/
https://www.theplaceto.paris/,#
https://www.floderer-paris.com/,"/nos-cartes,/s/04_04_24_Petit-dejeuner.pdf,/s/01_10_24_Carte-Principale_converted.pdf,/s/01_10_24_Carte-Principale-Brunch_converted.pdf,/s/01_10_24-MENU-BOISSONS.pdf"
https://www.larobedelagirafe.com/,"['/menus-carte/#menu-446034', '/menus-carte/', None]"
https://www.privateaser.com/lieu/49290-le-royal-onze,https://www.google.com/maps/search/?api=1&query=110%20Rue%20du%20Chemin%20Vert%2075011%20Paris&query_place_id=ChIJMagSP_Ft5kcREhl8M4rMan0
https://www.groupechouette.com/,#mainNav
https://www.lerepaire-restaurant.fr/,/menus-carte/
https://www.privateaser.com/lieu/48970-Cafe-millesimes,https://www.google.com/maps/search/?api=1&query=88%20Rue%20de%20Picpus%2075012%20Paris&query_place_id=ChIJu8ikUVNz5kcRLq9L5LLFE5A
https://www.l-europeen.com/,https://www.l-europeen.com/la-carte/
https://les-affranchis.paris/,https://les-affranchis.paris/carte/
https://www.privateaser.com/lieu/39408-le-val-royal,https://www.google.com/maps/search/?api=1&query=93%20Boulevard%20de%20Port-Royal%2075013%20Paris&query_place_id=ChIJg7TTM8Bx5kcR2Jo3OLzjLeM
https://wiicmenu-qrcode.com/app/restaurantWebSite.php?resto=914,[None]
http://www.laudiernes.fr/,La-carte/
https://www.privateaser.com/lieu/50254-brasserie-du-chateau,https://www.google.com/maps/search/?api=1&query=11%20Rue%20Didot%2075014%20Paris&query_place_id=ChIJFc0N4bRx5kcRPr25qaiadXk
https://www.lacoupole-paris.com//?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
https://www.lejeroboam.fr/,/menus-carte/
https://restaurant-les-frangins.fr/,"https://restaurant-les-frangins.fr/la-carte/,https://restaurant-les-frangins.fr/la-carte"
https://www.comptoirdalesia.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,/carte-formules-brunch.php
https://www.le14juillet.fr/,/menus-carte/
