website,htmls,pdfs,images
https://www.restaurantclementine.com/,"/,/menus-carte/,/photos/,/avis/,/a-propos/,/informations-contact/,https://www.facebook.com/Restaurant-Clementine-138671572851826/,http://twitter.com/#!/clementine75002,/en/,/es/,/it/,/de/,/pt/,/ru/,/cs/,/ja/,/zh/,/nl/,/sv/,/el/,/no/,/da/,https://www.google.com/maps/dir/?api=1&destination=Cl%C3%A9mentine%2C+Terrasse+du+Quartier+Bourse+-+Ma%C3%AEtre+Restaurateur+5%2C+rue+Saint-Marc++75002+Paris+fr,tel:0140410565,/mentions-legales/,//nl.zenchef.com/optin-form.php?rid=1329,https://www.zenchef.com/,https://bookings.zenchef.com/gtc?rid=1329&host=www.restaurantclementine.com,https://bookings.zenchef.com/privacy_policy_short?rid=1329&host=www.restaurantclementine.com,https://bookings.zenchef.com/cookie_policy?rid=1329&host=www.restaurantclementine.com",,
https://leparisiensaintmartin.fr/,"#content,https://leparisiensaintmartin.fr/,#apropos,#carte,#photos,#avis,#acces,https://lor.paris/r/le-parisien-saint-martin-paris,https://lor.paris/m/le-parisien-saint-martin-paris,https://www.facebook.com/LeParisienSaintMartin/,https://www.instagram.com/leparisien_saintmartin/?hl=fr,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4325881-Reviews-Le_Parisien_Saint_Martin-Paris_Ile_de_France.html,http://www.1chr.fr/",,"https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-1.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-49-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-35.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-85.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-12-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-83.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-61-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-56-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-43-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-48-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-80.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-77.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-4.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-66-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-19-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-16-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-41-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-65-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-63-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-62-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-60-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-58-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-53-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-47-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-45-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-44-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-38-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-33-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-30-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-27.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-24-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-22-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-14-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-11-scaled.jpg,https://leparisiensaintmartin.fr/wp-content/uploads/2023/12/parisien-saint-martin-paris-3.jpg"
https://www.leprogresmarais.fr/,"/,/contactez-nous,/mentions-legales,https://www.instagram.com/leprogresmarais/,tel:+33142720144,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/ee4bd4ae-e45d-42d7-a94c-04ff73a52e3d/739-1600/584db43850690d8d22c33669a0b98be57458bf4e,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/a18d5411-09f8-4f89-b251-305f837552be/846-1024/bd59674041e924004e5055a99cb9632468bebcab,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/0b8dd655-cb49-406a-b03e-0bba52defa42/739-1600/15a8faf42688e3bdc33e8c9aedd7df8bd9af5da5,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/6c537607-9c8b-4f96-9da7-371d8cd6d867/900-1482/6534be2674c1557f0fdec9716e0634971d96fbbd,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/c7d27933-4e77-4917-9395-f57620c59de7/739-1600/1ecc1ce498f9fe7f06a792b4cdd09cac1e60c70d,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/41c78251-e558-49cf-b0ab-87238a32050d/900-482/41d52db1158e0ad4e68aaa65bcfd7286fe0e3fc6,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/cac828af-6c11-45c8-b06c-1a864ad3135f/923-2000/22e961447e24909f180e2b8156a89a0e3675edd0,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/2378fe8f-6546-4d4c-86e7-411a984cbe82/739-1600/b411c12d9c0131bb6d38d7573a449477a56dc429,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/45e725dd-2444-4649-857e-c28301875374/739-1600/3e40a825bb4c777d967352fd9b7e29539c6973e8,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/be0c212e-a514-4d13-9dc8-f0edeb80856d/828-412/08b39fc8daed7e23a7eae4e8bd5ef138b9d49ae3,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/d18cee13-2ea0-4f9d-90a4-8c48435fab92/739-1600/2a2c27bb4eb96932cb6593f1c627fddf665b1209,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/13b4c414-5156-4ba3-a782-4745edc937c5/820-606/77e29447d2429675ac23f18757a2c181723f3e9f,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/5d585945-9f15-4f3e-9c4b-0f71f75314fa/828-455/a97e09513e0717df295b881307337e79f66a152f,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/13389804-03db-4d60-a995-30d65137402d/923-2000/a612cc5caeafe3427465909a926c7feca5f63d7b,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/beadf387-c12f-4196-9626-5c3128d4bef8/923-2000/0f67f4eb03e1085c6cd239ed7100dffaab7eadd7,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/383d8f70-5db2-4998-b544-7d7552ba60ef/923-2000/91a4a9d67854a4491d7d77e24d3eca0c76fbc6e6,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/40975bbf-90c2-4dc6-a8ab-2d2a37325d7f/900-1281/5a6c6ec99a31348f4ad5cba3458506bf05e1a1ec,/-_-/res/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/images/files/e52dbc63-ce01-445b-aa2f-2e7a3c2c57ef/8b8faa64-dbc2-40ca-8409-438d9199ea39/900-1281/80b96289387ddc31a70d1064bbc4eaae7741c19b,https://m.appero.co/#ffacb54e-d8c4-4149-8210-f553a14ef09e,https://www.google.com/search?q=le+progres+marais&rlz=1C1CHBF_frFR756FR756&oq=le+progres+marais&aqs=chrome..69i57j46i175i199i512j0i22i30l3j69i64j69i60l2.6713j0j7&sourceid=chrome&ie=UTF-8#,mailto:contact@leprogresmarais.fr,#,/politique-de-confidentialite,#websiteTranslator,#maps",,
https://www.brasseriebalou.fr/,"https://www.brasseriebalou.fr,https://www.brasseriebalou.fr/nouvelle-sous-page-test,https://www.brasseriebalou.fr/copie-de-balou-3-def,https://www.brasseriebalou.fr/reservations,https://www.brasseriebalou.fr/contact,https://www.instagram.com/brasseriebalou,https://www.facebook.com/p/Balou-100085950477820/,https://www.tiktok.com/@brasseriebalou?_t=8rt8DUUTaje&_r=1,https://www.mamma-orso.fr,https://www.mamma-orso.fr/",,
https://royalturenne.fr/,"https://royalturenne.fr/,https://royalturenne.fr,https://royalturenne.fr/menu/,https://royalturenne.fr/cartesdesboissons/,https://royalturenne.fr/galeries/,#footer,https://www.instagram.com/royalturenne_paris/,https://www.facebook.com/profile.php?id=100086489241357,https://www.google.com/maps/search/?api=1&query=48.8565292,2.3645583,https://wordpress.com/log-in?redirect_to=https%3A%2F%2Fr-login.wordpress.com%2Fremote-login.php%3Faction%3Dlink%26back%3Dhttps%253A%252F%252Froyalturenne.fr%252F2024%252F03%252F06%252Fhello-world%252F,#,https://wordpress.com/start/,https://wordpress.com/abuse/?report_url=https://royalturenne.fr,https://wordpress.com/reader/feeds/155974227,https://subscribe.wordpress.com/",,
https://www.publichouseparis.fr/,"/,/menus-carte/,/menus-carte/#menu-459351,/menus-carte/#menu-458372,/menus-carte/#menu-458090,/menus-carte/#menu-458776,/menus-carte/#menu-455465,/menus-carte/#menu-455466,/menus-carte/#menu-455597,/menus-carte/#menu-455468,/menus-carte/#menu-455469,/menus-carte/#menu-455470,/menus-carte/#menu-455471,/photos/,/photos/#divine-house-basement-bar,/photos/#pie-room,/photos/#les-plats,/photos/#le-restaurant,/avis/,/evenements/,/a-propos/,https://evenement.groupe-bertrand.com/lieux/public-house/,/informations-contact/,/en/,/es/,/it/,/de/,/pt/,/ru/,/cs/,/ja/,/zh/,/nl/,/sv/,/el/,/no/,/da/,https://www.facebook.com/publichouseparis,https://www.instagram.com/publichouse.paris/,https://www.google.com/maps/dir/?api=1&destination=Public+House+21+rue+Daunou++75002+Paris+fr,#works,https://bookings.zenchef.com/results?rid=363980&pid=1001,https://www.publichouseparis.fr/menus-carte/#menu-459351,tel:0177378793,//nl.zenchef.com/optin-form.php?rid=363980,https://www.zenchef.com/,/mentions-legales/,https://bookings.zenchef.com/gtc?rid=363980&host=www.publichouseparis.fr,https://bookings.zenchef.com/privacy_policy_short?rid=363980&host=www.publichouseparis.fr,https://bookings.zenchef.com/cookie_policy?rid=363980&host=www.publichouseparis.fr,#top",,
https://brasseriesalamode.com/,"https://brasseriesalamode.com/brasserie-rosie,https://brasseriesalamode.com/brasserie-rosie-lou,https://www.instagram.com/brasseriesalamode/,https://brasseriesalamode.com/groupes,https://brasseriesalamode.com/en,mailto:contact@brasseriesalamode.com,https://brasseriesalamode.com,mailto:rh@brasseriesalamode.com,https://cookorico.com/emplois-brasseries-a-la-mode/description",,
https://www.auchienquifume.com/,"mailto:contact@auchienquifume.com,https://www.auchienquifume.com/,https://www.saemes.fr/fr/parking/parking-les-halles-st-eustache,https://www.auchienquifume.com/cartes-et-menus/,https://www.auchienquifume.com/galerie-photo-du-restaurant-au-chien-qui-fume/,https://www.auchienquifume.com/lhistoire-du-restaurant-au-chien-qui-fume/,#1,https://www.auchienquifume.com/reservation/,https://www.auchienquifume.com/reservation-groupe/,https://www.auchienquifume.com/nous-contacter-2/,https://www.auchienquifume.com,https://www.auchienquifume.com/?lang=en,http://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.auchienquifume.com&t=Au%20Chien%20Qui%20Fume,http://twitter.com/share?text=Au%20Chien%20Qui%20Fume&url=https%3A%2F%2Fwww.auchienquifume.com",,"https://www.auchienquifume.com/wp-content/uploads/2018/06/photo-accueil-01-900.jpg,https://www.auchienquifume.com/wp-content/uploads/2018/06/photo-accueil-02-900.jpg"
https://www.larotondesthonore.com/,"https://www.facebook.com/larotondesainthonore/,https://www.tripadvisor.fr/Restaurant_Review-g187147-d13157270-Reviews-La_Rotonde_St_Honore-Paris_Ile_de_France.html,https://www.instagram.com/explore/locations/277781962631969/la-rotonde-st-honore/,https://www.larotondesthonore.com/en/,https://www.larotondesthonore.com/fr/,https://www.larotondesthonore.com/,#main,#accueil,#carte,#galerie,#visiterparis,#coupsdecoeur,#partenaires,#contact,https://larotondesthonore.mimohca.com/,https://lor.paris/q/la-rotonde-saint-honore-paris,javascript:void(0),http://www.arlette-boutique.com/,http://www.aromparis.fr/,https://www.bobbyparis.com/,https://www.boutiquelesetoiles.com/,https://www.facebook.com/pages/category/Grocery-Store/Confiserie-T%C3%A9trel-208914922465412/,https://www.garage-claude.com/,https://www.facebook.com/jytroque/,https://www.k-mart.fr/,http://www.lavrut.com/,http://www.galignani.fr/,https://www.maison-aimable.com/,https://eye-like.fr/opticiens/milan-lunetier-opticien-paris/,https://www.tripadvisor.fr/Restaurant_Review-g187147-d12852922-Reviews-Mon_Pere_Etait_Boulanger-Paris_Ile_de_France.html,http://madparis.fr/,https://lobjetquiparle.fr/,https://www.tripadvisor.fr/Restaurant_Review-g187147-d11046406-Reviews-Rainettes-Paris_Ile_de_France.html,https://www.verrerie-des-halles-paris.fr/,https://hotel-lumenparis.com/fr/,https://www.regina-hotel.com/,http://www.hotellondressthonore-paris.com/,http://www.champagne-drappier.com/,http://opera-paris.boutique.kusmitea.com/fr/,http://www.foiegrasmaisonparis.com/magasins,https://www.groix-et-nature.com/fr/,https://hellodrinks.fr/,https://www.facebook.com/FromagerieCondutier/,http://www.glacesantolin.fr/,https://www.kaviari.fr/fr/,https://www.pontarlier-anis.com/,http://www.copymage.com/,https://fr.maille.com/,https://www.cognac-paulgiraud.com/,https://www.larotondesthonore.com,https://www.larotondesthonore.com/fr/mentions-legales/ ,http://www.mohca-communication.com/",,
https://www.lejouyparis.fr/,"https://www.lejouyparis.fr,https://www.lejouyparis.fr/le-restaurant,https://www.lejouyparis.fr/le-déjeuner,https://www.lejouyparis.fr/la-carte,https://www.lejouyparis.fr/les-boissons,https://www.lejouyparis.fr/reservations,https://www.lejouyparis.fr/privatisation,https://www.lejouyparis.fr/contact-presse,https://www.lejouyparis.fr/la-galerie,mailto:lejouyparis3@gmail.com",,
https://wiicmenu-qrcode.com/app/offre.php?resto=870,#,,
https://wiicmenu-qrcode.com/app/offre.php?resto=1440,#,,
https://hotelgeorgette.com/fr/page/restaurant-paris-3eme-arrondissement.21036.html,"https://www.facebook.com/HotelGeorgette/,https://instagram.com/hotelgeorgette,mailto:info@hotelgeorgette.com,https://hotelgeorgette.com/,https://hotelgeorgette.com/fr/page/restaurant-paris-3eme-arrondissement.21036.html,https://hotelgeorgette.com/en/page/restaurant-paris-3rd-district.21036.html,javascript:void(0);,/fr/book?,https://bookings.zenchef.com/results?rid=367145&lang=fr,#,https://hotelgeorgette.com/fr/page/privatisation-hotel-beaubourg.21041.html,#page_header,tel:+33 1 44 61 10 10,https://hotelgeorgette.com/fr/page/mentions-legales-hotel-4-etoiles-paris-centre.21039.html,https://hotelgeorgette.com/fr/page/hotel-gay-friendly.21037.html,javascript:klaro.show();void(0);,https://fr.pinterest.com/hotelsdesign/h%C3%B4tel-georgette-paris/,https://twitter.com/georgette75003,http://www.agenceweb-sitehotel.com/,http://www.mmcreation.com/,https://hotelgeorgette.com/fr/page/chambres-hotel-marais-paris.21017.html,https://hotelgeorgette.com/fr/page/restaurant-paris-3eme-arrondissement.21036.html#!row-privatisation,https://hotelgeorgette.com/fr/page/services-hotel-marais-grands-boulevards.21020.html,https://hotelgeorgette.com/fr/page/offres-hotel-paris-3.21023.html,https://hotelgeorgette.com/fr/page/galerie-hotel-paris-3eme-arrondissement.21027.html,https://hotelgeorgette.com/fr/page/quartier-hotel-branche-paris.21043.html,https://hotelgeorgette.com/fr/page/contact-hotel-de-luxe-paris.21029.html,https://hotelgeorgette.com/fr/page/faq-boutique-hotel-paris-3.21028.html","https://hapi.mmcreation.com/hapidam/a947691c-0923-48a8-b981-797fc66e6a24/CORRIG%C3%89%20CAFE%20GEORGETTE%20OK%202%20v3_converted.pdf,https://hapi.mmcreation.com/hapidam/7f699a17-b1f1-4795-b06b-4ea35375bea3/CARTE%20PDJ%20GEORGETTE%20v4.pdf,https://hapi.mmcreation.com/hapidam/a132f682-41c2-47d5-9c77-b79f9acd7d4d/CARTE%20VIN%20GEORGETTE%20v5.pdf","https://hapi.mmcreation.com/hapidam/1ed9abc2-4bcf-453b-bf53-28a4e3e1dc46/hotel-georgette-paris-restaurant-003.jpg?size=lg,https://hapi.mmcreation.com/hapidam/b9e60a19-69e8-4b69-910b-ea400fbdded9/hotel-georgette-paris-restaurant-004.jpg?size=lg,https://hapi.mmcreation.com/hapidam/9ddb49b5-3ed0-4d28-90ea-c24c26c0db47/hotel-georgette-paris-restaurant-005.jpg?size=lg,https://hapi.mmcreation.com/hapidam/e46cc8b4-a1c7-4d07-8d6d-5baab7226c5c/hotel-georgette-paris-restaurant-012.jpg?size=lg,https://hapi.mmcreation.com/hapidam/2da21e44-4383-43c5-aee1-111c17360419/hotel-georgette-paris-restaurant-021.jpg?size=lg,https://hapi.mmcreation.com/hapidam/481e5978-5d2a-4e98-a03b-a4bf9fe55cad/hotel-georgette-paris-restaurant-024.jpg?size=lg,https://hapi.mmcreation.com/hapidam/3c6f36eb-315e-4a6e-a16c-906cf5806091/hotel-georgette-paris-restaurant-015.jpg?size=lg,https://hapi.mmcreation.com/hapidam/af4aa6a0-0077-4dd2-86d3-3d6c1cbe60fa/hotel-georgette-paris-restaurant-022.jpg?size=lg,https://hapi.mmcreation.com/hapidam/16d2afba-2319-4ad5-9569-f4b217630200/hotel-georgette-paris-0-photos-017.jpg?size=lg,https://hapi.mmcreation.com/hapidam/9597bd2c-725c-4b60-889e-4681bf8ac374/hotel-georgette-paris-restaurant-013.jpg?size=lg,https://hapi.mmcreation.com/hapidam/be77bc57-8b4f-4381-b76f-e9e4af9173f5/hotel-georgette-paris-privatisation.jpg?size=lg,https://hapi.mmcreation.com/hapidam/970a2a3d-f2cc-4889-a561-e73db6f754b1/hotel-georgette-paris-privatisation-001.jpg?size=lg,https://hapi.mmcreation.com/hapidam/5f3b6080-1f65-4f2c-af46-a848e2094dca/hotel-georgette-paris-privatisation-002.jpg?size=lg,https://hapi.mmcreation.com/hapidam/5073986e-adcd-45d4-90d4-1846f8f6d5c8/hotel-georgette-paris-privatisation-003.jpg?size=lg,https://hapi.mmcreation.com/hapidam/2ae66ef4-cf6d-4a30-af83-2a4ab3e3608e/hotel-georgette-paris-privatisation-004.jpg?size=lg,https://hapi.mmcreation.com/hapidam/040f9c6e-5b12-43e5-959c-660ab625159b/hotel-georgette-paris-privatisation-005.jpg?size=lg,https://hapi.mmcreation.com/hapidam/b21066cf-e7a8-4497-8419-99cecef156e0/hotel-georgette-paris-privatisation-006.jpg?size=lg"
https://www.lemazenay.com/,"https://www.lemazenay.com,https://www.lemazenay.com/à-propos,https://www.lemazenay.com/menu-carte,https://www.lemazenay.com/menu-carte-copy,mailto:lemazenay@orange.fr,https://maps.google.com/?cid=10041767780952687996,https://www.instagram.com/lemazenay/?hl=fr,http://facebook.com/pages/category/French-Restaurant/Le-Mazenay-1458625601110331/",,
https://www.grandebrasserie.fr/,"/#contact,/,/#about,/#menu,https://bookings.zenchef.com/results?rid=356254,mailto:contact@grandebrasserie.fr,https://www.instagram.com/grande_brasserie_bastille/,https://www.facebook.com/Grandebrasseriebastille/","//assets.ctfassets.net/cx6fp0k70086/78OTa5Y8BgyOSHxf7plVnG/3bc0844bfecc332a5d4d9b9cfb698847/Carte_dez_vins_site_internet_PDF_Good.pdf,//assets.ctfassets.net/cx6fp0k70086/2RC8Wyidz9IAosM9fRU1fT/d10db245018697816e3ab82a67bcccfd/CARTE_BRASSERIE_BOISSONS.pdf",
https://lhwp1137.webapps.net/,,,
https://brasserie-ladresse.fr/fr,"#,/fr/,/en/,/es/,/it/,/de/,/pt/,/zh/,/ja/,/ru/,/ar/,/nl/,/ko/,/cs/,/el/,https://brasserie-ladresse.fr/fr,https://brasserie-ladresse.fr/fr/booking,https://brasserie-ladresse.fr/fr/gallery,https://brasserie-ladresse.fr/fr/opinions,https://brasserie-ladresse.fr/fr/services,https://brasserie-ladresse.fr/fr/contact,https://www.google.com/maps/place/?q=place_id:ChIJ_SJMYgVu5kcRLzswyZK4qFc,#scroll,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7075340-Reviews-L_Adresse-Paris_Ile_de_France.html,https://www.yelp.fr/biz/l-adresse-paris-3,https://uniiti.com/shop/l-adresse,https://www.pagesjaunes.fr/pros/55974165,tel:+33140092372,https://brasserie-ladresse.fr/fr/legal-notice,https://uniiti.com/",,
https://www.instagram.com/leju_restaurant/,,,
https://www.lesaintregis-paris.com/,"/,https://bourdoncle54277.sharepoint.com/:b:/s/Carte/EXEHqozEFINMmfga6pEgHb8B-8nxCtktVymggUkYRiMo6g?e=WBJP0a,https://bourdoncle54277.sharepoint.com/:b:/s/Carte/Ed3Kvec-XdROn0SDlEZWCdYBCab9sostfGVzmPleqbxEnQ?e=QIIUat,https://bourdoncle54277.sharepoint.com/:b:/s/Carte/EQjVmL9lwoNIg__HwuxWHhEBNGqrPX4Kz8ZMDSnSu0xYfg?e=6w0ZfV,https://bourdoncle54277.sharepoint.com/:b:/s/Carte/Ea7aL5XE9vxKkLH9fMQ_rl4Bvcd3V1tMyofYwQA28zIrfg?e=vcaxfo,/contact,/mentions-legales,https://g.page/LeSaintRegisParis?share,tel:+33143545941,https://www.facebook.com/LeSaintRegisParis/,https://www.instagram.com/le_saint_regis_paris/,https://www.google.fr/maps/place/LE+SAINT-R%C3%89GIS+-+PARIS/@48.8529088,2.3538222,15z/data=!4m5!3m4!1s0x0:0x3d8bd7a4f4d17178!8m2!3d48.8529088!4d2.3538222,https://www.flow-agency.io,#top",,
https://lesfous.paris/,"https://lesfous.paris,#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjE0MSIsInRvZ2dsZSI6dHJ1ZX0%3D,https://lesfous.paris/?page_id=2,https://lesfous.paris/?page_id=23,tel:+33143257667,mailto:contact@lesfous.paris,https://www.instagram.com/lesfous.paris/,https://www.periwinkle.fr/,https://lesfous.paris/,mailto:contact@lesfousdelile.com",,
https://parisbeaubourg.fr/,"javascript:;,#restaurant,https://platform.digityser.com/r/85,#galerie,#adresse,#reservation,tel:+33142740123,https://parisbeaubourg.fr,https://www.instagram.com/paris_beaubourg_restaurant,https://www.facebook.com/parisbeaubourg,https://www.tiktok.com/@parisbeaubourg,https://goo.gl/maps/kbsJTkkDb8N4R6zz8,tel:0142750123,mailto:parisbeaubourg@yahoo.fr",,"https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.04.43.jpg,https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.05.10.jpg,https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.07.20.jpg,https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.06.28.jpg,https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.06.36.jpg,https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.06.47.jpg,https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.06.56.jpg,https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.07.02.jpg,https://parisbeaubourg.fr/wp-content/uploads/sites/63/2022/10/Capture-décran-2022-10-28-à-16.07.09.jpg"
https://www.loup-paris.com/,"https://www.loup-paris.com/,https://www.loup-paris.com/l-esprit/,https://www.loup-paris.com/la-carte-bis/,https://www.loup-paris.com/lieu/,https://www.loup-paris.com/contact/,#,https://www.facebook.com/Loup.Paris,https://plus.google.com/100447545259402052533/about,https://twitter.com/Loup_Paris,http://loupparis.tumblr.com/,http://www.pinterest.com/loupparis/,https://www.loup-paris.com/2020/06/,http://www.picturgency.com",,
http://aubourguignondumarais.fr/?utm_source=gmb,"http://aubourguignondumarais.fr/,/#carte,/#vins,/#contact,https://cedicom.fr",http://aubourguignondumarais.fr/wp-content/uploads/2022/11/ABDM-vins-web-A4.pdf,"http://aubourguignondumarais.fr/wp-content/uploads/2025/01/bourguignon_2025-scaled.jpg,http://aubourguignondumarais.fr/wp-content/uploads/2025/01/bourguignon_2025_uk-scaled.jpg"
https://www.lerempartbastille.fr/,"https://restaurantguru.com/Le-Rempart-Paris,https://restaurantguru.com,tel:09 52 50 57 89,https://www.lerempartbastille.fr,https://www.lerempartbastille.fr/menu,https://www.lerempartbastille.fr/notre-histoire,https://www.lerempartbastille.fr/evenements,https://www.lerempartbastille.fr/gallerie,https://www.lerempartbastille.fr/contact,https://www.instagram.com/lerempartbastille/,https://www.facebook.com/people/Le-Rempart-Paris-Bastille/100063638497879/,https://www.lerempartbastille.fr/copie-de-entrées-3,https://www.lerempartbastille.fr/copie-de-cahier-de-rappel-covid19,https://www.lerempartbastille.fr/politique-de-confidntialite,mailto:lerempart75004@gmail.com",,
https://menu.digichef.io/83,,,
